experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX3332158,ERR3306108,SAMEA5379767,SAMEA5379767,ERS3186355,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,436364.0,191789001.0,University of Southampton,69415046;74916613,,,,2012-05-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,677,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,677,,,,,,,,,2012-05-21,
ERX3291115,ERR3264471,SAMEA5379225,SAMEA5379225,ERS3185814,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,430862.0,191801875.0,University of Southampton,66732674;75341688,,,,2011-12-29,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,132,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,132,,,,,,,,,2011-12-29,
ERX3291257,ERR3264613,SAMEA5379367,SAMEA5379367,ERS3185956,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,429938.0,191812310.0,University of Southampton,73747196;78604684,,,,2011-08-26,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,274,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,274,,,,,,,,,2011-08-26,
SRX12367326,SRR16080878,SAMN21850829,SAMN21850829,SRS10338496,ILLUMINA,Illumina MiSeq,M37697_WGS,PAIRED,,WGS,GENOMIC,RANDOM,382116.0,191822232.0,SUB10407804,67286847;75857099,,,United States government,2015-01-01,USA,Illumina MiSeq sequencing; WGS of M37697,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M37697,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2015,
ERX3332145,ERR3306095,SAMEA5379754,SAMEA5379754,ERS3186342,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,421956.0,191906022.0,University of Southampton,70267960;74836272,,,,2012-02-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,664,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,664,,,,,,,,,2012-02-24,
SRX14456479,SRR18319204,SAMN26645524,SAMN26645524,SRS12261937,ILLUMINA,Illumina MiSeq,M41475,PAIRED,,WGS,GENOMIC,RANDOM,382826.0,192178652.0,SUB11096711,71250746;85900811,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M41475,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41475,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX5052484,ERR5262119,SAMEA8000643,SAMEA8000643,ERS5687896,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,PCR,638512.0,192192112.0,"IDIBELL, Bellvitge University Hospital",54418882;63709390,,,"Microbiology Department, Hospital Universitari de Bellvitge",2017-01-01,Spain,Illumina MiSeq paired end sequencing,False,2021-04-17,False,,Blood,,,,,,,,727,Haemophilus influenzae,HUB-HI12594,"IDIBELL, Bellvitge University Hospital",,,,,,Homo sapiens,9606.0,,,,,,,,,,Invasive Haemophilus influenzae,,,,,,,,,2017,
ERX3291237,ERR3264593,SAMEA5379347,SAMEA5379347,ERS3185936,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,417803.0,192225217.0,University of Southampton,67502755;77304204,,,,2011-11-22,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,254,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,254,,,,,,,,,2011-11-22,
SRX6602236,SRR9847545,SAMN12375081,SAMN12375081,SRS5167298,ILLUMINA,Illumina HiSeq 2500,M17247,PAIRED,,WGS,GENOMIC,RANDOM,382927.0,192229354.0,SUB6080710,69542952;74568665,,,US State Health Department,2008-01-01,USA,Illumina HiSeq 2500 sequencing; H. influenzae (M17247) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M17247,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2008,
ERX3332543,ERR3306497,SAMEA5380148,SAMEA5380148,ERS3186736,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,457875.0,192330572.0,University of Southampton,65966024;70939046,,,,2012-09-06,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1060,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1060,,,,,,,,,2012-09-06,
SRX12367314,SRR16080889,SAMN21850802,SAMN21850802,SRS10338483,ILLUMINA,Illumina MiSeq,M29151_WGS,PAIRED,,WGS,GENOMIC,RANDOM,383323.0,192428146.0,SUB10407804,68665958;75158077,,,United States government,2014-01-01,USA,Illumina MiSeq sequencing; WGS of M29151,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M29151,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2014,
ERX3291534,ERR3264890,SAMEA5380504,SAMEA5380504,ERS3187091,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,409129.0,192452002.0,University of Southampton,65899442;75240123,,,,2011-09-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1430,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1430,,,,,,,,,2011-09-14,
ERX2579092,ERR2560776,SAMEA4643477,SAMEA4643477,ERS2464126,ILLUMINA,Illumina MiSeq,,PAIRED,250.0,WGS,GENOMIC,RANDOM,453988.0,192518189.0,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,69804761;74538692,,,,,Portugal,Illumina MiSeq paired end sequencing,False,2018-05-16,False,,,,NT,NT,,,,,727,Haemophilus influenzae,PTHi-12063,NATIONAL INSTITUTE OF HEALTH DR. RICARDO JORGE,,,,,,,,,,,,,,,,,PTHi-12063,,,,,,,,,,
ERX3332383,ERR3306334,SAMEA5379992,SAMEA5379992,ERS3186580,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,453953.0,192563167.0,University of Southampton,76049059;80917366,,,,2012-03-26,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,904,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,904,,,,,,,,,2012-03-26,
SRX14456628,SRR18319341,SAMN26645777,SAMN26645777,SRS12262086,ILLUMINA,Illumina MiSeq,M40361,PAIRED,,WGS,GENOMIC,RANDOM,383605.0,192569710.0,SUB11096711,64646823;74245413,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M40361,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40361,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX12367330,SRR16080873,SAMN21850771,SAMN21850771,SRS10338499,ILLUMINA,Illumina MiSeq,M27498_WGS,PAIRED,,WGS,GENOMIC,RANDOM,383795.0,192665090.0,SUB10407804,65735615;76338229,,,United States government,2013-01-01,USA,Illumina MiSeq sequencing; WGS of M27498,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M27498,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2013,
ERX3291627,ERR3264983,SAMEA5380597,SAMEA5380597,ERS3187184,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,417503.0,192718261.0,University of Southampton,69164681;74946216,,,,2013-02-18,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1525,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1525,,,,,,,,,2013-02-18,
SRX14456167,SRR18318828,SAMN26646089,SAMN26646089,SRS12261625,ILLUMINA,Illumina MiSeq,M39169,PAIRED,,WGS,GENOMIC,RANDOM,384078.0,192807156.0,SUB11096711,66751313;81215551,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39169,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39169,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332648,ERR3306602,SAMEA5380254,SAMEA5380254,ERS3186841,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,426476.0,192934286.0,University of Southampton,69108823;75643542,,,,2012-01-27,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1168,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1168,,,,,,,,,2012-01-27,
SRX6602097,SRR9847365,SAMN12375152,SAMN12375152,SRS5167159,ILLUMINA,Illumina MiSeq,M14216,PAIRED,,WGS,GENOMIC,RANDOM,391521.0,193056803.0,SUB6080710,58226783;63696472,,,US State Health Department,,USA,Illumina MiSeq sequencing; H. influenzae (M14216) from convenience sample of CDC isolate collection,False,2019-07-27,False,,CSF,,,,,,,,727,Haemophilus influenzae,M14216,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,,
ERX3291517,ERR3264873,SAMEA5380487,SAMEA5380487,ERS3187074,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,417081.0,193074358.0,University of Southampton,62386288;73524859,,,,2011-10-28,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1413,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1413,,,,,,,,,2011-10-28,
ERX3291405,ERR3264761,SAMEA5379516,SAMEA5379516,ERS3186104,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,438530.0,193117953.0,University of Southampton,69483863;78225063,,,,2012-02-21,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,424,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,424,,,,,,,,,2012-02-21,
SRX12367307,SRR16080896,SAMN21850879,SAMN21850879,SRS10338476,ILLUMINA,Illumina MiSeq,M41086_WGS,PAIRED,,WGS,GENOMIC,RANDOM,384706.0,193122412.0,SUB10407804,69585461;78469391,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M41086,False,2021-10-01,False,,CSF,,,,,,,,727,Haemophilus influenzae,M41086,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2016,
SRX12367327,SRR16080877,SAMN21850832,SAMN21850832,SRS10338495,ILLUMINA,Illumina MiSeq,M38073_WGS,PAIRED,,WGS,GENOMIC,RANDOM,384741.0,193139982.0,SUB10407804,67254726;75942940,,,United States government,2015-01-01,USA,Illumina MiSeq sequencing; WGS of M38073,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M38073,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2015,
ERX3332556,ERR3306510,SAMEA5380161,SAMEA5380161,ERS3186749,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,427010.0,193220592.0,University of Southampton,65835373;73419266,,,,2012-07-17,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1074,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1074,,,,,,,,,2012-07-17,
SRX6098328,SRR9331823,SAMN11658698,SAMN11658698,SRS4998860,ILLUMINA,Illumina MiSeq,Strain 110,PAIRED,,WGS,GENOMIC,RANDOM,321811.0,193236877.0,,65566693;75127338,,,,2017-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 110,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2017,
ERX3332391,ERR3306342,SAMEA5380000,SAMEA5380000,ERS3186588,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,451129.0,193240754.0,University of Southampton,80042845;83008837,,,,2012-05-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,912,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,912,,,,,,,,,2012-05-24,
ERX3332348,ERR3306299,SAMEA5379957,SAMEA5379957,ERS3186545,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,417420.0,193271930.0,University of Southampton,69155621;74520914,,,,2011-09-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,869,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,869,,,,,,,,,2011-09-07,
ERX3332204,ERR3306155,SAMEA5379813,SAMEA5379813,ERS3186401,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,435121.0,193384112.0,University of Southampton,67460371;70985103,,,,2012-04-27,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,724,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,724,,,,,,,,,2012-04-27,
SRX7845429,SRR11233611,SAMN16453408,SAMN16453408,SRS7641123,ILLUMINA,Illumina MiSeq,RHH-14,PAIRED,,WGS,GENOMIC,RANDOM,655818.0,193481858.0,SUB7088332,79112283;84831085,,,Royall Hobart Hospital,2018-01-21,Australia: Tasmania,Illumina MiSeq sequencing; WGS of nontypeable Haemophilus influenzae,False,2020-03-04,False,,sputum,42.0 S 147.0 E,,,,,,,727,Haemophilus influenzae,Nontypeable Haemophilus influenzae RHH-14,SUB7088332,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|kcrajendra26@gmail.com on 2020-11-04; Haemophilus influenzae,,,,,,-42.0,147.0,,2018-01-21,
SRX14456499,SRR18319184,SAMN26645988,SAMN26645988,SRS12261957,ILLUMINA,Illumina MiSeq,M39584,PAIRED,,WGS,GENOMIC,RANDOM,385490.0,193515980.0,SUB11096711,62264488;67661790,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39584,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39584,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3291427,ERR3264783,SAMEA5379538,SAMEA5379538,ERS3186126,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,427493.0,193550378.0,University of Southampton,67866485;78165929,,,,2011-07-06,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,447,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,447,,,,,,,,,2011-07-06,
SRX14456128,SRR18318867,SAMN26646025,SAMN26646025,SRS12261586,ILLUMINA,Illumina MiSeq,M39504,PAIRED,,WGS,GENOMIC,RANDOM,385783.0,193663066.0,SUB11096711,63538369;73682660,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39504,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39504,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332125,ERR3306075,SAMEA5379734,SAMEA5379734,ERS3186322,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,430601.0,193663947.0,University of Southampton,68630232;75895912,,,,2012-02-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,644,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,644,,,,,,,,,2012-02-24,
ERX3332471,ERR3306425,SAMEA5380076,SAMEA5380076,ERS3186664,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,442603.0,193668196.0,University of Southampton,70196791;80269107,,,,2012-05-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,988,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,988,,,,,,,,,2012-05-30,
ERX3332464,ERR3306418,SAMEA5380069,SAMEA5380069,ERS3186657,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,466785.0,193742116.0,University of Southampton,72542884;81916635,,,,2012-05-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,981,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,981,,,,,,,,,2012-05-30,
ERX2260928,ERR2206570,SAMEA104408502,SAMEA104408502,ERS2026444,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,408255.0,193842926.0,University of Southampton,67574994;77113546,,,,2013-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,7109,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,7109,,,,,,50.93292,-1.434724,,2013-02,
ERX3291328,ERR3264684,SAMEA5379439,SAMEA5379439,ERS3186027,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,480438.0,193942709.0,University of Southampton,79155195;82511095,,,,2011-10-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,345,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,345,,,,,,,,,2011-10-05,
SRX6601998,SRR9847464,SAMN12374796,SAMN12374796,SRS5167060,ILLUMINA,Illumina MiSeq,M39474,PAIRED,,WGS,GENOMIC,RANDOM,387767.0,193970686.0,SUB6080710,59393011;66786291,,,US State Health Department,2016-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M39474) from convenience sample of CDC isolate collection,False,2019-07-27,False,,Bone specimen,,,,,,,,727,Haemophilus influenzae,M39474,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2016,
ERX3332738,ERR3306692,SAMEA5380344,SAMEA5380344,ERS3186931,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,439795.0,193982045.0,University of Southampton,64287028;75010517,,,,2012-04-11,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1260,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1260,,,,,,,,,2012-04-11,
SRX6098337,SRR9331814,SAMN11658704,SAMN11658704,SRS4998869,ILLUMINA,Illumina MiSeq,Strain 116,PAIRED,,WGS,GENOMIC,RANDOM,323345.0,194158776.0,,65954286;75503628,,,,2018-01-01,Canada,Illumina MiSeq sequencing,False,2020-07-01,False,,,,a,a,,,,,727,Haemophilus influenzae,Strain 116,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|mshuel on 2020-06-02; Haemophilus influenzae,,,,,,,,,2018,
SRX14456141,SRR18318854,SAMN26646052,SAMN26646052,SRS12261599,ILLUMINA,Illumina MiSeq,M39459,PAIRED,,WGS,GENOMIC,RANDOM,387000.0,194274000.0,SUB11096711,66136663;84198985,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39459,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39459,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332121,ERR3306071,SAMEA5379730,SAMEA5379730,ERS3186318,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,622813.0,194459145.0,University of Southampton,67004198;73890100,,,,2012-04-17,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,640,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,640,,,,,,,,,2012-04-17,
ERX3332589,ERR3306543,SAMEA5380195,SAMEA5380195,ERS3186782,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,432043.0,194465578.0,University of Southampton,66191308;74202480,,,,2012-06-18,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1107,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1107,,,,,,,,,2012-06-18,
ERX3291064,ERR3264420,SAMEA5379174,SAMEA5379174,ERS3185763,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,414644.0,194558347.0,University of Southampton,68040560;73706423,,,,2011-12-05,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,80,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,80,,,,,,,,,2011-12-05,
ERX3332300,ERR3306251,SAMEA5379909,SAMEA5379909,ERS3186497,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,449402.0,194722353.0,University of Southampton,74904746;81523598,,,,2011-09-29,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,820,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,820,,,,,,,,,2011-09-29,
SRX12367304,SRR16080900,SAMN21850908,SAMN21850908,SRS10338473,ILLUMINA,Illumina MiSeq,M41767_WGS,PAIRED,,WGS,GENOMIC,RANDOM,387974.0,194762948.0,SUB10407804,71263032;80278197,,,United States government,2017-01-01,USA,Illumina MiSeq sequencing; WGS of M41767,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M41767,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2017,
SRX14456300,SRR18319039,SAMN26645946,SAMN26645946,SRS12261758,ILLUMINA,Illumina MiSeq,M39841,PAIRED,,WGS,GENOMIC,RANDOM,390312.0,194837544.0,SUB11096711,62277462;67955249,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M39841,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M39841,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
