accession_id,METHICILLIN,VANCOMYCIN
ERR107895,mecA,none
ERR158806,mecA,none
ERR2506477,mecA,none
SRR13967986,none,none
SRR3730486,none,none
SRR10717181,mecA,none
ERR3148103,none,none
SRR13608621,none,none
SRR11787439,mecA,none
SRR5909140,mecA,none
ERR1195768,mecA,none
SRR3728797,mecA,none
SRR8389057,mecA,none
ERR230337,mecA,none
SRR7839605,mecA,none
SRR11567669,none,none
SRR1178234,mecA,none
SRR10126994,mecA,none
ERR2059802,mecA,none
SRR10905594,mecA,none
SRR8872544,none,none
SRR6938643,mecA,none
SRR5251391,none,none
SRR5249927,none,none
SRR5486271,none,none
SRR8399111,mecA,none
SRR5250760,mecA,none
SRR13995917,none,none
SRR5244717,none,none
ERR084504,mecA,none
SRR8712633,mecA,none
SRR14862006,mecA,none
SRR10426525,none,none
SRR14119031,mecA,none
ERR212201,mecA,none
SRR12472516,none,none
SRR3419110,mecA,none
ERR2072348,mecA,none
SRR13967696,none,none
SRR11139259,mecA,none
SRR13061305,none,none
SRR12343612,mecA,none
SRR3728780,none,none
SRR5202249,mecA,none
ERR1588670,none,none
SRR7297575,mecA,none
SRR13995909,none,none
ERR1715442,mecA,none
SRR3730595,none,none
SRR8712586,mecA,none
SRR10179177,mecA,none
SRR3729492,none,none
ERR593212,mecA,none
SRR17789920,mecA,none
ERR163672,mecA,none
SRR14862010,mecA,none
SRR13995935,none,none
SRR12881636,none,none
SRR1539704,none,none
SRR3729091,mecA,none
ERR064903,mecA,none
SRR13995747,none,none
SRR3731483,none,none
ERR7959778,mecA,none
SRR6171550,none,none
ERR5442420,none,none
SRR10179045,mecA,none
SRR1178205,mecA,none
SRR5249947,none,none
SRR12952342,none,none
ERR4899972,mecA,none
ERR212242,mecA,none
SRR2054105,mecA,none
SRR4359404,none,none
ERR2695990,mecA,none
SRR1178143,mecA,none
ERR2232576,mecA,none
SRR10102422,mecA,none
ERR5055777,none,none
SRR3419108,mecA,none
ERR2525399,mecA,none
ERR5056020,mecA,none
ERR4911835,none,none
SRR13803239,mecA,none
SRR2053920,none,none
ERR957855,mecA,none
ERR4626434,none,none
SRR5251334,none,none
ERR4626385,mecA,none
SRR3730573,none,none
SRR11850386,mecA,none
ERR353029,mecA,none
SRR12952314,mecA,none
ERR3148107,none,none
ERR035962,mecA,none
ERR1891900,mecA,none
ERR111110,mecA,none
ERR2232674,mecA,none
SRR5146166,mecA,none
SRR10126880,mecA,none
SRR640211,mecA,none
SRR14016935,none,none
SRR9620959,mecA,none
SRR3728705,none,none
ERR594053,mecA,none
ERR4017499,none,none
SRR12472882,none,none
ERR352961,mecA,none
SRR15460647,mecA,none
ERR107881,mecA,none
ERR2309598,none,none
SRR3730614,mecA,none
SRR6332180,none,none
SRR3729319,none,none
SRR5226550,none,none
SRR15460519,mecA,none
SRR11139408,mecA,none
ERR129318,mecA,none
SRR11278590,none,none
SRR5202220,mecA,none
SRR5250803,mecA,none
ERR496886,mecA,none
DRR123124,mecA,none
ERR1753503,none,none
ERR158779,mecA,none
ERR134624,mecA,none
SRR5486277,none,none
SRR15275063,none,none
ERR7446580,none,none
SRR13967575,none,none
ERR4911840,none,none
ERR1591760,none,none
ERR1753434,none,none
ERR8711263,mecA,none
SRR10905471,none,none
ERR3623880,mecA,none
SRR14673809,none,none
ERR3497202,mecA,none
ERR177180,mecA,none
ERR2855752,mecA,none
SRR12079151,none,none
SRR3730848,none,none
SRR917563,mecA,none
ERR1891765,mecA,none
SRR14571850,none,none
SRR10717520,mecA,none
ERR5055809,none,none
SRR11016775,mecA,none
ERR3721997,mecA,none
SRR14016893,none,none
ERR5442421,none,none
SRR6346952,none,none
ERR1699832,none,none
SRR7867486,mecA,none
SRR6171529,none,none
ERR2533656,mecA,none
SRR7297583,mecA,none
SRR6304981,mecA,none
SRR5714706,none,none
ERR086064,mecA,none
SRR1655270,mecA,none
SRR2054012,none,none
SRR13995682,none,none
ERR035976,mecA,none
SRR12472931,none,none
SRR5226558,none,none
SRR5415423,mecA,none
SRR16074755,none,none
SRR5415475,mecA,none
ERR107877,mecA,none
SRR15460542,mecA,none
SRR917599,mecA,none
SRR13967793,none,none
ERR118475,mecA,none
SRR14017129,none,none
SRR12079149,none,none
ERR1699981,none,none
ERR7162595,none,none
SRR5249855,none,none
SRR13450647,none,none
ERR163520,mecA,none
SRR14017123,none,none
ERR1891856,mecA,none
ERR2072541,mecA,none
ERR1577208,mecC,none
ERR1794900,none,none
SRR13194803,mecA,none
ERR1143377,none,none
SRR13995739,none,none
SRR13733131,mecA,none
ERR1723974,none,none
SRR11187846,mecA,none
SRR7529083,mecA,none
ERR302814,mecA,none
SRR3729064,none,none
SRR13968264,none,none
SRR13967337,none,none
SRR8623955,mecA,none
SRR1178153,mecA,none
SRR6169034,none,none
SRR3729215,none,none
ERR8098140,mecA,none
SRR13967498,none,none
ERR1069903,none,none
SRR14923793,none,none
SRR3729335,none,none
SRR10126990,mecA,none
ERR4626461,none,none
ERR4899927,none,none
SRR7747983,none,none
SRR12586731,none,none
ERR9031932,none,none
ERR1715410,mecA,none
ERR1712346,mecA,none
ERR246659,none,none
ERR593196,mecA,none
SRR15460953,mecA,none
SRR13298030,none,none
SRR17789894,none,none
ERR594172,mecA,none
ERR3093784,none,none
SRR11850282,mecA,none
SRR17952330,mecA,none
ERR357881,mecA,none
SRR2046768,none,none
SRR3731475,none,none
SRR6332135,none,none
SRR15460955,mecA,none
ERR2533448,mecA,none
SRR13968107,none,none
SRR10717402,mecA,none
SRR12952296,mecA,none
ERR4013648,none,none
ERR118432,mecA,none
SRR11996419,mecA,none
SRR13966783,none,none
ERR3148135,none,none
ERR156485,mecA,none
SRR10717489,mecA,none
SRR3728708,none,none
ERR2780023,mecA,none
ERR177190,mecA,none
SRR12473108,mecA,none
SRR3729167,none,none
SRR13061263,none,none
SRR15460525,mecA,none
SRR5415200,mecA,none
SRR3418851,mecA,none
SRR9150090,none,none
ERR961602,none,none
ERR352969,mecA,none
ERR2505684,none,none
SRR13803392,mecA,none
SRR12472530,none,none
ERR107815,mecA,none
ERR1201320,mecA,none
ERR2059673,mecA,none
SRR11567617,mecA,none
SRR10525430,mecA,none
ERR2059708,mecA,none
SRR4359263,none,none
SRR3731407,none,none
ERR5055875,none,none
SRR7747966,mecA,none
DRR258631,mecA,none
SRR14673804,mecA,none
SRR13966883,none,none
SRR14017062,none,none
SRR13995707,none,none
SRR13827640,mecA,none
ERR163463,mecA,none
SRR3729032,none,none
SRR10038403,mecA,none
ERR5052536,none,none
ERR107837,mecA,none
SRR13968040,none,none
ERR380535,mecA,none
ERR3012801,mecA,none
SRR12960616,none,none
SRR5250482,none,none
SRR13968622,none,none
ERR5432538,mecA,none
ERR023903,mecA,none
SRR13267203,mecA,none
SRR13968057,mecA,none
SRR3730742,none,none
ERR353031,mecA,none
SRR7297468,mecA,none
ERR594167,mecA,none
SRR12586755,mecA,none
SRR13968164,none,none
DRR123144,mecA,none
ERR2309554,none,none
SRR10906009,mecA,none
SRR3729052,mecA,none
SRR14016859,none,none
ERR2059808,mecA,none
SRR13267223,mecA,none
ERR5055872,none,none
SRR15372810,none,none
SRR3730722,none,none
SRR17789662,none,none
ERR1723921,mecA,none
SRR3419114,mecA,none
ERR134368,mecA,none
SRR5146165,mecA,none
SRR12344240,mecA,none
SRR6347309,none,none
SRR11526840,mecA,none
ERR3991186,mecA,none
SRR15460931,mecA,none
SRR3731926,none,none
SRR10038388,mecA,none
ERR330968,mecA,none
SRR10717502,mecA,none
ERR3494839,mecA,none
SRR7839856,mecA,none
SRR15460534,mecA,none
SRR13450634,none,none
SRR16312717,mecA,none
SRR7297285,mecA,none
DRR236061,mecA,none
SRR7296934,mecA,none
SRR7839459,mecA,none
ERR1195804,mecA,none
SRR5226428,none,none
ERR829972,none,none
ERR1904122,none,none
ERR1700018,none,none
SRR8437960,mecA,none
ERR124495,mecA,none
SRR17118771,mecA,none
SRR4359244,none,none
ERR3498929,mecA,none
SRR13968749,none,none
SRR13995943,none,none
SRR12516042,none,none
SRR8437950,mecA,none
ERR2072360,mecA,none
ERR109530,none,none
ERR593111,mecA,none
SRR14319651,none,none
ERR1715477,mecA,none
SRR10179051,mecA,none
SRR3731552,none,none
ERR1699885,none,none
SRR13174225,none,none
SRR12586786,mecA,none
SRR7825288,mecA,none
SRR7747957,mecA,none
SRR10127084,mecA,none
SRR12079143,none,none
SRR13995571,none,none
ERR156433,mecA,none
SRR13967206,none,none
SRR6332177,none,none
SRR796698,mecA,none
SRR8602037,none,none
ERR2533586,mecA,none
SRR11567687,mecA,none
SRR1301168,mecA,none
SRR5250141,none,none
ERR3148140,none,none
SRR7653494,mecA,none
SRR10179044,mecA,none
SRR7825591,mecA,none
SRR7839811,mecA,none
SRR3728920,none,none
ERR2639546,mecA,none
SRR1159131,mecA,none
SRR6169013,none,none
SRR5887103,none,none
SRR3729014,mecA,none
SRR13968305,none,none
SRR11850350,mecA,none
SRR1172633,mecA,none
SRR17952385,mecA,none
SRR15460674,mecA,none
SRR3730725,none,none
SRR3730441,none,none
ERR1591762,none,none
SRR1539686,none,none
ERR3148081,none,none
SRR8278169,mecA,none
ERR172041,none,none
SRR7867595,mecA,none
ERR1943874,mecA,none
ERR957872,mecA,none
ERR3623589,mecA,none
SRR15460850,mecA,none
SRR1177934,mecA,none
ERR2505696,none,none
SRR12693197,none,none
SRR7839568,mecA,none
ERR485205,mecA,none
SRR17789634,none,none
SRR10717361,mecA,none
ERR4808332,mecA,none
SRR16006959,mecA,none
SRR13298053,none,none
SRR17071315,none,none
SRR12472567,none,none
ERR1591803,none,none
SRR3729243,none,none
SRR2054054,none,none
ERR9031926,none,none
SRR5250370,none,none
SRR3731622,none,none
ERR163514,mecA,none
SRR15460836,mecA,none
SRR3731922,none,none
SRR2053869,mecA,none
SRR6053666,mecA,none
ERR109483,none,none
SRR8872573,none,none
SRR3728951,none,none
SRR5226370,none,none
SRR7839612,mecA,none
SRR5415340,mecA,none
SRR13968572,mecA,none
SRR231808,mecA,none
SRR1301185,mecA,none
ERR593836,mecA,none
SRR3545507,mecA,none
ERR338634,mecA,none
SRR5313869,mecA,none
SRR6938545,none,none
SRR11016209,mecA,none
ERR033074,mecA,none
SRR12472618,mecA,none
SRR3729349,none,none
ERR593162,mecA,none
ERR4626586,none,none
SRR5250123,mecA,none
SRR10393718,mecA,none
ERR7162514,none,none
SRR6938488,mecA,none
ERR118541,mecA,none
SRR13995836,none,none
ERR4911874,none,none
SRR5486323,mecA,none
ERR111092,mecA,none
SRR1162387,mecA,none
SRR14016946,none,none
SRR9026176,none,none
ERR7162560,none,none
SRR14016918,none,none
SRR13966886,none,none
ERR1904018,none,none
SRR7653513,mecA,none
SRR15460593,mecA,none
SRR7748040,mecA,none
ERR4911732,none,none
SRR8199497,mecA,none
SRR15460875,mecA,none
ERR2072464,mecA,none
ERR3494937,mecA,none
SRR4359174,none,none
SRR14673791,mecA,none
SRR14866172,mecA,none
ERR158674,mecA,none
SRR17789664,none,none
SRR17071248,mecA,none
SRR12079055,none,none
SRR3419084,mecA,none
SRR12952374,none,none
ERR7162684,none,none
ERR5055948,none,none
SRR13061257,none,none
ERR957897,mecA,none
ERR2059710,none,none
SRR7839985,mecA,none
ERR2639573,mecA,none
ERR517316,mecA,none
SRR11364494,mecA,none
ERR086057,mecA,none
SRR13967255,none,none
SRR1655945,mecA,none
ERR084496,mecA,none
ERR134827,none,none
ERR1891767,mecA,none
ERR212204,mecA,none
SRR17789686,none,none
SRR15275113,none,none
SRR8199064,mecA,none
ERR594066,mecA,none
SRR8278158,mecA,none
ERR2639539,mecA,none
SRR14017149,none,none
SRR13995489,none,none
SRR10393765,mecA,none
SRR12473040,mecA,none
SRR7031281,mecA,none
ERR1753404,none,none
SRR6938431,none,none
SRR8733558,mecA,none
SRR7867635,mecA,none
SRR12233407,mecA,none
ERR8288524,mecA,none
SRR5250780,none,none
SRR5486252,none,none
ERR1723963,mecA,none
ERR4911670,none,none
SRR5415378,mecA,none
SRR3419056,mecA,none
ERR8288576,none,none
ERR2525260,mecA,none
ERR1592336,none,none
ERR4626621,none,none
SRR5415358,mecA,none
SRR3729197,none,none
SRR15602531,none,none
SRR13174249,none,none
SRR6347301,none,none
ERR1069998,none,none
SRR13968534,none,none
ERR2506433,mecA,none
ERR2059622,mecA,none
SRR3419021,mecA,none
ERR110822,mecA,none
SRR13968725,none,none
ERR2072428,mecA,none
ERR2506409,mecA,none
SRR8389067,none,none
SRR15928256,none,none
ERR4911898,none,none
ERR732854,mecA,none
SRR3728757,none,none
ERR163528,mecA,none
SRR1655914,none,none
SRR15460801,mecA,none
SRR10717440,mecA,none
SRR14673697,mecA,none
SRR5486273,none,none
SRR14291813,none,none
SRR16542507,mecA,none
SRR6938312,mecA,none
SRR14016731,none,none
ERR1769065,mecA,none
SRR3418805,mecA,none
ERR2309538,none,none
SRR917574,mecA,none
SRR7867592,none,none
SRR17118755,none,none
SRR12472704,mecA,none
SRR12472722,mecA,none
ERR2059741,mecA,none
ERR1040877,mecA,none
ERR1577230,mecC,none
ERR353277,mecA,none
SRR3419082,mecA,none
SRR6347112,mecA,none
SRR14933407,none,none
ERR3148123,none,none
SRR3419049,mecA,none
SRR1655271,mecA,none
SRR5202233,mecA,none
SRR13825693,mecA,none
SRR13968726,none,none
SRR18339390,none,none
SRR10168024,none,none
SRR12934882,none,none
SRR13995930,none,none
ERR2525321,mecA,none
SRR3730652,none,none
ERR044563,mecA,none
ERR1592234,mecA,none
SRR12586740,mecA,none
SRR13803421,mecA,none
SRR14291822,none,none
SRR14673755,mecA,none
SRR11139406,mecA,none
ERR1715337,none,none
ERR3623746,mecA,none
SRR13297981,none,none
SRR13968250,none,none
SRR13968201,none,none
SRR3728680,mecA,none
SRR2053916,mecA,none
ERR1212596,none,none
SRR11139397,mecA,none
SRR13450707,none,none
ERR2533596,mecA,none
ERR212185,mecA,none
SRR15460471,mecA,none
ERR1943723,mecA,none
SRR7867598,mecA,none
SRR15275092,none,none
SRR13298054,none,none
DRR123165,mecA,none
SRR14017078,none,none
ERR107819,mecA,none
ERR1699865,none,none
SRR5244886,none,none
SRR5249864,none,none
ERR1213762,none,none
SRR10717482,mecA,none
ERR1040993,mecA,none
ERR1753495,none,none
SRR12881635,mecA,none
SRR3731851,mecA,none
SRR15602537,none,none
SRR2046775,none,none
SRR15041182,mecA,none
SRR8872566,none,none
ERR163509,mecA,none
ERR358024,mecA,none
ERR1040808,mecA,none
SRR7983686,mecA,none
SRR7867616,mecA,none
SRR13967352,none,none
ERR517321,mecA,none
SRR14291791,mecA,none
SRR647378,mecA,none
SRR4359250,none,none
SRR13995411,none,none
SRR8399099,mecA,none
ERR302775,mecA,none
SRR8199060,mecA,none
SRR3731786,none,none
SRR13968581,none,none
ERR5462727,mecA,none
SRR10179116,mecA,none
ERR1904059,none,none
SRR7829231,mecA,none
SRR14866268,none,none
ERR107861,mecA,none
SRR10717421,mecA,none
SRR3730653,none,none
SRR3729471,none,none
SRR11139336,mecA,none
SRR13194788,mecA,none
SRR8241490,mecA,none
SRR3728514,none,none
SRR3731450,none,none
SRR3418813,mecA,none
SRR6938626,mecA,none
SRR15602532,none,none
ERR593152,mecA,none
ERR2072512,mecA,none
ERR1592158,mecA,none
ERR118523,mecA,none
SRR12079030,none,none
SRR13968457,none,none
ERR204178,mecC,none
SRR5251258,none,none
SRR14673642,mecA,none
ERR594052,mecA,none
ERR3148114,none,none
SRR16542158,mecA,none
DRR123190,mecA,none
SRR11016273,mecA,none
ERR2868345,mecA,none
ERR1040761,mecA,none
ERR064906,mecA,none
SRR13298044,none,none
ERR4911818,none,none
SRR6347016,none,none
SRR10717360,mecA,none
ERR2533614,mecA,none
SRR14017080,none,none
SRR12472887,none,none
SRR10179218,mecA,none
ERR084668,mecA,none
SRR6938553,none,none
ERR1040785,mecA,none
SRR5250227,none,none
SRR7825273,mecA,none
SRR10179023,mecA,none
ERR3991255,mecA,none
ERR330936,mecA,none
SRR14016914,none,none
SRR6484367,mecA,none
SRR10168009,none,none
ERR1682016,mecA,none
ERR1700057,none,none
SRR13967306,none,none
SRR3728541,none,none
SRR12079173,none,none
SRR3728743,none,none
ERR2525267,mecA,none
ERR1699972,none,none
SRR3418755,mecA,none
SRR4019290,mecA,none
ERR593596,mecA,none
SRR5244869,mecA,none
SRR3729013,none,none
SRR5250706,none,none
ERR118551,mecA,none
SRR6118083,none,none
SRR7653505,mecA,none
SRR3731454,none,none
SRR3437739,mecA,none
SRR5250493,mecA,none
SRR7983732,mecA,none
ERR086088,mecA,none
SRR10426556,mecC,none
ERR036020,mecA,none
SRR12952172,mecA,none
ERR223129,mecA,none
ERR235051,mecA,none
ERR3938632,none,none
ERR1769096,mecA,none
SRR10717237,mecA,none
ERR4626601,none,none
ERR4626377,none,none
ERR302667,mecA,none
ERR2059776,mecA,none
SRR5250715,none,none
SRR5313873,mecA,none
SRR8872504,none,none
SRR13966985,none,none
SRR5415285,mecA,none
SRR3418704,mecA,none
SRR7653537,mecA,none
SRR7839390,mecA,none
SRR6938428,none,none
SRR18339465,none,none
ERR5060291,none,none
SRR16104204,none,none
SRR8278126,mecA,none
SRR14381658,none,none
ERR2780015,mecA,none
SRR9700775,none,none
ERR2059724,none,none
SRR5202210,mecA,none
ERR237725,mecA,none
SRR17118770,none,none
ERR485372,mecA,none
SRR8733556,mecA,none
SRR13966802,none,none
SRR3418854,mecA,none
SRR15882873,mecA,none
ERR4626500,none,none
ERR163728,mecA,none
SRR6938534,mecA,none
ERR2533450,mecA,none
SRR4359440,none,none
SRR1015085,mecA,none
ERR163669,mecA,none
ERR171909,mecA,none
ERR732824,mecA,none
ERR4015342,none,none
ERR5055833,none,none
SRR10426550,mecC,none
SRR5226574,none,none
SRR6347080,mecA,none
ERR107934,mecA,none
SRR3730873,mecA,none
ERR1591792,mecA,none
SRR643136,mecA,none
DRR123078,mecA,none
SRR3731911,none,none
SRR917605,mecA,none
SRR7867637,mecA,none
SRR2046788,mecA,none
SRR13967937,none,none
SRR9647731,mecA,none
ERR957911,mecA,none
SRR13802926,mecA,none
ERR084534,mecA,none
ERR1753435,none,none
ERR302726,mecA,none
ERR4656772,none,none
SRR13968066,none,none
SRR8437957,none,none
SRR13803227,mecA,none
ERR1699952,none,none
SRR5250605,none,none
SRR12952461,none,none
SRR917649,mecA,none
ERR352981,mecA,none
ERR1201324,mecA,none
SRR14017239,none,none
SRR12233433,mecA,none
SRR7867458,mecA,none
SRR8278176,mecA,none
ERR1041116,mecA,none
SRR13967077,none,none
SRR13966868,mecA,none
SRR12472503,none,none
SRR6332141,none,none
SRR10393685,mecA,none
SRR12079034,none,none
ERR1213817,none,none
SRR5909242,mecA,none
ERR593840,mecA,none
SRR8872552,none,none
ERR3991190,mecA,none
SRR12472787,mecA,none
SRR7748025,mecA,none
ERR1943858,mecA,none
SRR6347029,none,none
ERR2533729,mecA,none
SRR6346945,none,none
ERR124470,mecA,none
SRR13825588,mecA,none
SRR3729475,none,none
SRR5244856,mecA,none
SRR11016199,mecA,none
SRR5250173,none,none
SRR14017156,none,none
SRR3730599,none,none
SRR10168010,none,none
SRR9734188,mecA,none
SRR13825708,mecA,none
ERR3623591,mecA,none
SRR12952425,mecA,none
ERR1041006,mecA,none
ERR2072370,mecA,none
SRR12960689,mecA,none
SRR12079039,none,none
SRR14291836,none,none
SRR5415416,mecA,none
ERR2505592,none,none
ERR360205,mecA,none
SRR7748011,none,none
SRR6347065,none,none
ERR3623843,mecA,none
SRR6346910,none,none
SRR14866266,none,none
SRR10038429,mecA,none
SRR5250025,none,none
SRR11850424,none,none
SRR6938357,mecA,none
ERR3148115,none,none
SRR12952352,none,none
SRR12960629,none,none
ERR3991203,mecA,none
ERR2639600,mecA,none
SRR14571944,none,none
ERR1069939,none,none
SRR16542416,mecA,none
SRR13967211,none,none
SRR7840103,mecA,none
SRR13995653,none,none
ERR4013701,none,none
SRR11364538,mecA,none
SRR13967372,none,none
SRR18339445,none,none
ERR1197474,mecA,none
ERR4626475,none,none
SRR8399148,mecA,none
ERR5055745,none,none
SRR14017133,none,none
SRR11109844,mecA,none
SRR17118736,mecA,none
SRR13174227,none,none
SRR11364502,mecA,none
SRR11139249,mecA,none
ERR118561,mecA,none
SRR16074767,none,none
SRR3418956,mecA,none
ERR1069887,none,none
SRR15461004,mecA,none
SRR15903560,none,none
SRR13968327,none,none
SRR15460897,mecA,none
SRR7983675,mecA,none
SRR1178177,mecA,none
SRR2053831,none,none
ERR8288575,none,none
ERR1699890,none,none
SRR3729366,none,none
ERR177200,mecA,none
ERR1040739,mecA,none
ERR3938620,none,none
SRR7840080,mecA,none
ERR1041087,mecA,none
SRR6171116,none,none
SRR3731636,none,none
ERR1753396,none,none
SRR13995892,none,none
SRR10717344,mecA,none
ERR129274,mecA,none
SRR13803082,mecA,none
ERR2059624,mecA,none
SRR13966848,mecA,none
SRR1790318,none,none
ERR4845782,mecA,none
SRR5909184,mecA,none
ERR1069914,none,none
SRR3729443,none,none
ERR353171,mecA,none
SRR3728982,none,none
ERR1143384,none,none
SRR13825842,mecA,none
SRR1014713,mecA,none
SRR6053708,mecA,none
SRR14017090,none,none
SRR13968245,none,none
SRR6332131,none,none
ERR1041043,mecA,none
ERR3497203,mecA,none
SRR15827522,none,none
SRR5909256,mecA,none
SRR5244928,mecA,none
ERR237703,mecA,none
SRR8712663,mecA,none
ERR111075,mecA,none
ERR4911916,none,none
SRR12472679,none,none
ERR593831,mecA,none
ERR1040800,mecA,none
SRR15928258,none,none
SRR17118749,none,none
SRR7764568,mecA,none
DRR123215,mecA,none
ERR2506411,mecA,none
SRR14016983,none,none
SRR12472777,mecA,none
ERR1715512,none,none
ERR118479,mecA,none
SRR3728619,mecA,none
ERR505394,none,none
SRR3730754,none,none
SRR5251368,none,none
SRR18339366,none,none
ERR4911930,none,none
SRR7983617,none,none
SRR5250431,none,none
SRR13966950,mecA,none
SRR10728161,mecA,none
SRR13968233,none,none
SRR12472765,mecA,none
ERR1592227,none,none
SRR10426555,mecC,none
SRR10393804,mecA,none
SRR3171202,none,none
SRR13968300,none,none
ERR3148138,none,none
SRR9176892,mecA,none
SRR2054053,none,none
SRR7748054,mecA,none
ERR2533467,mecA,none
ERR1682037,mecA,none
SRR3731449,none,none
SRR6938574,mecA,none
ERR1943841,none,none
ERR1069850,none,none
ERR3148099,none,none
SRR3194948,mecA,none
ERR1753481,none,none
ERR4808351,mecA,none
ERR118392,mecA,none
ERR2525363,mecA,none
ERR044577,none,none
SRR13968205,none,none
ERR109509,none,none
SRR11278589,none,none
SRR13967517,none,none
DRR273473,mecA,none
SRR13995965,none,none
ERR352957,mecA,none
ERR2059812,none,none
ERR111095,mecA,none
SRR14936259,mecA,none
SRR796708,mecA,none
SRR7297233,mecA,none
SRR5244778,mecA,none
ERR5052540,none,none
SRR1655462,none,none
SRR12693193,none,none
ERR1592155,none,none
ERR1143399,none,none
